customer_id,account_id,subscription_type,subscription_amount,subscription_operating_cost,subscription_duration,cancel_validation,cancel_reason
STRM-102443,ACC-102444,tier 3,5,3,905,no,
STRM-102444,ACC-102445,tier 2,7,3,424,yes,switch to competitor
STRM-102445,ACC-102446,tier 2,7,3,41,yes,switch to competitor
STRM-102446,ACC-102447,tier 2,7,3,662,no,
STRM-102447,ACC-102448,tier 1,10,3,137,yes,switch to competitor
STRM-102448,ACC-102449,tier 1,10,3,820,no,
STRM-102449,ACC-102450,tier 2,7,3,612,no,
STRM-102450,ACC-102451,tier 2,7,3,349,yes,too expensive
STRM-102451,ACC-102452,tier 3,5,3,722,no,
STRM-102452,ACC-102453,tier 2,7,3,602,no,
STRM-102453,ACC-102454,tier 2,7,3,340,yes,not enough content
STRM-102454,ACC-102455,tier 2,7,3,633,no,
STRM-102455,ACC-102456,tier 1,10,3,610,no,
STRM-102456,ACC-102457,tier 2,7,3,304,yes,too expensive
STRM-102457,ACC-102458,tier 2,7,3,234,yes,too expensive
STRM-102458,ACC-102459,tier 2,7,3,703,no,
STRM-102459,ACC-102460,tier 2,7,3,740,no,
STRM-102460,ACC-102461,tier 3,5,3,656,no,
STRM-102461,ACC-102462,tier 3,5,3,322,yes,switch to competitor
STRM-102462,ACC-102463,tier 2,7,3,706,no,
STRM-102463,ACC-102464,tier 2,7,3,772,no,
STRM-102464,ACC-102465,tier 2,7,3,309,yes,not enough content
STRM-102465,ACC-102466,tier 1,10,3,828,no,
STRM-102466,ACC-102467,tier 2,7,3,791,no,
STRM-102467,ACC-102468,tier 1,10,3,510,yes,too expensive
STRM-102468,ACC-102469,tier 2,7,3,834,no,
STRM-102469,ACC-102470,tier 2,7,3,745,no,
STRM-102470,ACC-102471,tier 1,10,3,792,no,
STRM-102471,ACC-102472,tier 3,5,3,289,yes,switch to competitor
STRM-102472,ACC-102473,tier 3,5,3,330,yes,switch to competitor
STRM-102473,ACC-102474,tier 2,7,3,437,yes,not enough content
STRM-102474,ACC-102475,tier 2,7,3,642,no,
STRM-102475,ACC-102476,tier 3,5,3,107,yes,too expensive
STRM-102476,ACC-102477,tier 1,10,3,671,no,
STRM-102477,ACC-102478,tier 3,5,3,680,no,
STRM-102478,ACC-102479,tier 1,10,3,837,no,
STRM-102479,ACC-102480,tier 3,5,3,743,no,
STRM-102480,ACC-102481,tier 2,7,3,554,yes,too expensive
STRM-102481,ACC-102482,tier 3,5,3,706,no,
STRM-102482,ACC-102483,tier 3,5,3,837,no,
STRM-102483,ACC-102484,tier 1,10,3,401,yes,too expensive
STRM-102484,ACC-102485,tier 2,7,3,93,yes,switch to competitor
STRM-102485,ACC-102486,tier 3,5,3,569,yes,not enough content
STRM-102486,ACC-102487,tier 2,7,3,213,yes,not enough content
STRM-102487,ACC-102488,tier 3,5,3,789,no,
STRM-102488,ACC-102489,tier 2,7,3,720,no,
STRM-102489,ACC-102490,tier 2,7,3,805,no,
STRM-102490,ACC-102491,tier 2,7,3,812,no,
STRM-102491,ACC-102492,tier 1,10,3,418,yes,too expensive
STRM-102492,ACC-102493,tier 3,5,3,840,no,
STRM-102493,ACC-102494,tier 2,7,3,836,no,
STRM-102494,ACC-102495,tier 2,7,3,795,no,
STRM-102495,ACC-102496,tier 2,7,3,667,no,
STRM-102496,ACC-102497,tier 2,7,3,882,no,
STRM-102497,ACC-102498,tier 3,5,3,702,no,
STRM-102498,ACC-102499,tier 3,5,3,936,no,
STRM-102499,ACC-102500,tier 2,7,3,817,no,
STRM-102500,ACC-102501,tier 3,5,3,699,no,
STRM-102501,ACC-102502,tier 3,5,3,718,no,
STRM-102502,ACC-102503,tier 2,7,3,737,no,
STRM-102503,ACC-102504,tier 3,5,3,948,no,
STRM-102504,ACC-102505,tier 1,10,3,131,yes,switch to competitor
STRM-102505,ACC-102506,tier 1,10,3,867,no,
STRM-102506,ACC-102507,tier 3,5,3,674,no,
STRM-102507,ACC-102508,tier 2,7,3,508,yes,too expensive
STRM-102508,ACC-102509,tier 3,5,3,764,no,
STRM-102509,ACC-102510,tier 3,5,3,687,no,
STRM-102510,ACC-102511,tier 1,10,3,645,no,
STRM-102511,ACC-102512,tier 3,5,3,885,no,
STRM-102512,ACC-102513,tier 2,7,3,741,no,
STRM-102513,ACC-102514,tier 2,7,3,795,no,
STRM-102514,ACC-102515,tier 2,7,3,720,no,
STRM-102515,ACC-102516,tier 3,5,3,874,no,
STRM-102516,ACC-102517,tier 1,10,3,633,no,
STRM-102517,ACC-102518,tier 2,7,3,736,no,
STRM-102518,ACC-102519,tier 2,7,3,524,yes,not enough content
STRM-102519,ACC-102520,tier 2,7,3,651,no,
STRM-102520,ACC-102521,tier 2,7,3,820,no,
STRM-102521,ACC-102522,tier 1,10,3,436,yes,switch to competitor
STRM-102522,ACC-102523,tier 2,7,3,639,no,
STRM-102523,ACC-102524,tier 2,7,3,236,yes,too expensive
STRM-102524,ACC-102525,tier 3,5,3,870,no,
STRM-102525,ACC-102526,tier 2,7,3,928,no,
STRM-102526,ACC-102527,tier 1,10,3,713,no,
STRM-102527,ACC-102528,tier 3,5,3,668,no,
STRM-102528,ACC-102529,tier 1,10,3,339,yes,too expensive
STRM-102529,ACC-102530,tier 3,5,3,621,yes,switch to competitor
STRM-102530,ACC-102531,tier 2,7,3,668,no,
STRM-102531,ACC-102532,tier 3,5,3,732,no,
STRM-102532,ACC-102533,tier 2,7,3,369,yes,not enough content
STRM-102533,ACC-102534,tier 1,10,3,210,yes,switch to competitor
STRM-102534,ACC-102535,tier 2,7,3,949,no,
STRM-102535,ACC-102536,tier 3,5,3,654,no,
STRM-102536,ACC-102537,tier 2,7,3,473,yes,too expensive
STRM-102537,ACC-102538,tier 1,10,3,814,no,
STRM-102538,ACC-102539,tier 3,5,3,594,no,
STRM-102539,ACC-102540,tier 3,5,3,497,yes,too expensive
STRM-102540,ACC-102541,tier 2,7,3,866,no,
STRM-102541,ACC-102542,tier 3,5,3,765,no,
STRM-102542,ACC-102543,tier 3,5,3,912,no,
STRM-102543,ACC-102544,tier 2,7,3,628,no,
STRM-102544,ACC-102545,tier 1,10,3,213,yes,too expensive
STRM-102545,ACC-102546,tier 2,7,3,339,yes,too expensive
STRM-102546,ACC-102547,tier 1,10,3,427,yes,not enough content
STRM-102547,ACC-102548,tier 2,7,3,528,yes,not enough content
STRM-102548,ACC-102549,tier 2,7,3,866,no,
STRM-102549,ACC-102550,tier 1,10,3,696,no,
STRM-102550,ACC-102551,tier 2,7,3,814,no,
STRM-102551,ACC-102552,tier 1,10,3,103,yes,too expensive
STRM-102552,ACC-102553,tier 3,5,3,201,yes,not enough content
STRM-102553,ACC-102554,tier 3,5,3,652,no,
STRM-102554,ACC-102555,tier 1,10,3,949,no,
STRM-102555,ACC-102556,tier 3,5,3,828,no,
STRM-102556,ACC-102557,tier 2,7,3,887,no,
STRM-102557,ACC-102558,tier 2,7,3,812,no,
STRM-102558,ACC-102559,tier 1,10,3,858,no,
STRM-102559,ACC-102560,tier 2,7,3,822,no,
STRM-102560,ACC-102561,tier 3,5,3,773,no,
STRM-102561,ACC-102562,tier 2,7,3,52,yes,not enough content
STRM-102562,ACC-102563,tier 1,10,3,679,no,
STRM-102563,ACC-102564,tier 1,10,3,227,yes,not enough content
STRM-102564,ACC-102565,tier 2,7,3,279,yes,too expensive
STRM-102565,ACC-102566,tier 2,7,3,544,yes,switch to competitor
STRM-102566,ACC-102567,tier 1,10,3,883,no,
STRM-102567,ACC-102568,tier 2,7,3,761,no,
STRM-102568,ACC-102569,tier 3,5,3,901,no,
STRM-102569,ACC-102570,tier 3,5,3,711,no,
STRM-102570,ACC-102571,tier 2,7,3,771,no,
STRM-102571,ACC-102572,tier 3,5,3,943,no,
STRM-102572,ACC-102573,tier 2,7,3,660,no,
STRM-102573,ACC-102574,tier 2,7,3,601,yes,switch to competitor
STRM-102574,ACC-102575,tier 1,10,3,749,no,
STRM-102575,ACC-102576,tier 2,7,3,512,yes,switch to competitor
STRM-102576,ACC-102577,tier 3,5,3,692,no,
STRM-102577,ACC-102578,tier 2,7,3,883,no,
STRM-102578,ACC-102579,tier 2,7,3,159,yes,too expensive
STRM-102579,ACC-102580,tier 2,7,3,870,no,
STRM-102580,ACC-102581,tier 1,10,3,866,no,
STRM-102581,ACC-102582,tier 3,5,3,850,no,
STRM-102582,ACC-102583,tier 2,7,3,398,yes,not enough content
STRM-102583,ACC-102584,tier 2,7,3,778,no,
STRM-102584,ACC-102585,tier 2,7,3,622,yes,not enough content
STRM-102585,ACC-102586,tier 2,7,3,113,yes,too expensive
STRM-102586,ACC-102587,tier 1,10,3,886,no,
STRM-102587,ACC-102588,tier 2,7,3,737,no,
STRM-102588,ACC-102589,tier 1,10,3,704,no,
STRM-102589,ACC-102590,tier 2,7,3,643,no,
STRM-102590,ACC-102591,tier 3,5,3,780,no,
STRM-102591,ACC-102592,tier 3,5,3,624,no,
STRM-102592,ACC-102593,tier 2,7,3,846,no,
STRM-102593,ACC-102594,tier 2,7,3,620,no,
STRM-102594,ACC-102595,tier 1,10,3,756,no,
STRM-102595,ACC-102596,tier 3,5,3,739,no,
STRM-102596,ACC-102597,tier 2,7,3,912,no,
STRM-102597,ACC-102598,tier 2,7,3,948,no,
STRM-102598,ACC-102599,tier 2,7,3,722,no,
STRM-102599,ACC-102600,tier 1,10,3,927,no,
STRM-102600,ACC-102601,tier 2,7,3,724,no,
STRM-102601,ACC-102602,tier 1,10,3,768,no,
STRM-102602,ACC-102603,tier 2,7,3,96,yes,too expensive
STRM-102603,ACC-102604,tier 2,7,3,592,no,
STRM-102604,ACC-102605,tier 1,10,3,930,no,
STRM-102605,ACC-102606,tier 2,7,3,719,no,
STRM-102606,ACC-102607,tier 1,10,3,737,no,
STRM-102607,ACC-102608,tier 2,7,3,818,no,
STRM-102608,ACC-102609,tier 2,7,3,726,no,
STRM-102609,ACC-102610,tier 1,10,3,897,no,
STRM-102610,ACC-102611,tier 3,5,3,865,no,
STRM-102611,ACC-102612,tier 1,10,3,880,no,
STRM-102612,ACC-102613,tier 1,10,3,720,no,
STRM-102613,ACC-102614,tier 2,7,3,915,no,
STRM-102614,ACC-102615,tier 2,7,3,118,yes,switch to competitor
STRM-102615,ACC-102616,tier 1,10,3,404,yes,switch to competitor
STRM-102616,ACC-102617,tier 2,7,3,96,yes,too expensive
STRM-102617,ACC-102618,tier 2,7,3,856,no,
STRM-102618,ACC-102619,tier 3,5,3,929,no,
STRM-102619,ACC-102620,tier 2,7,3,731,no,
STRM-102620,ACC-102621,tier 3,5,3,611,no,
STRM-102621,ACC-102622,tier 3,5,3,809,no,
STRM-102622,ACC-102623,tier 2,7,3,742,no,
STRM-102623,ACC-102624,tier 3,5,3,424,yes,switch to competitor
STRM-102624,ACC-102625,tier 2,7,3,839,no,
STRM-102625,ACC-102626,tier 3,5,3,641,no,
STRM-102626,ACC-102627,tier 1,10,3,739,no,
STRM-102627,ACC-102628,tier 2,7,3,669,no,
STRM-102628,ACC-102629,tier 2,7,3,727,no,
STRM-102629,ACC-102630,tier 2,7,3,597,no,
STRM-102630,ACC-102631,tier 2,7,3,938,no,
STRM-102631,ACC-102632,tier 2,7,3,705,no,
STRM-102632,ACC-102633,tier 1,10,3,683,no,
STRM-102633,ACC-102634,tier 1,10,3,609,no,
STRM-102634,ACC-102635,tier 2,7,3,774,no,
STRM-102635,ACC-102636,tier 2,7,3,809,no,
STRM-102636,ACC-102637,tier 3,5,3,679,no,
STRM-102637,ACC-102638,tier 3,5,3,752,no,
STRM-102638,ACC-102639,tier 3,5,3,425,yes,not enough content
STRM-102639,ACC-102640,tier 2,7,3,843,no,
STRM-102640,ACC-102641,tier 2,7,3,769,no,
STRM-102641,ACC-102642,tier 1,10,3,680,no,
STRM-102642,ACC-102643,tier 3,5,3,717,no,
STRM-102643,ACC-102644,tier 2,7,3,750,no,
STRM-102644,ACC-102645,tier 1,10,3,717,no,
STRM-102645,ACC-102646,tier 2,7,3,657,no,
STRM-102646,ACC-102647,tier 3,5,3,629,no,
STRM-102647,ACC-102648,tier 2,7,3,637,no,
STRM-102648,ACC-102649,tier 2,7,3,788,no,
STRM-102649,ACC-102650,tier 2,7,3,38,yes,too expensive
STRM-102650,ACC-102651,tier 1,10,3,180,yes,too expensive
STRM-102651,ACC-102652,tier 2,7,3,832,no,
STRM-102652,ACC-102653,tier 2,7,3,804,no,
STRM-102653,ACC-102654,tier 1,10,3,718,no,
STRM-102654,ACC-102655,tier 3,5,3,527,yes,not enough content
STRM-102655,ACC-102656,tier 2,7,3,178,yes,not enough content
STRM-102656,ACC-102657,tier 3,5,3,919,no,
STRM-102657,ACC-102658,tier 3,5,3,87,yes,not enough content
STRM-102658,ACC-102659,tier 1,10,3,679,no,
STRM-102659,ACC-102660,tier 2,7,3,76,yes,switch to competitor
STRM-102660,ACC-102661,tier 2,7,3,934,no,
STRM-102661,ACC-102662,tier 3,5,3,891,no,
STRM-102662,ACC-102663,tier 1,10,3,868,no,
STRM-102663,ACC-102664,tier 2,7,3,230,yes,too expensive
STRM-102664,ACC-102665,tier 2,7,3,626,no,
STRM-102665,ACC-102666,tier 2,7,3,365,yes,switch to competitor
STRM-102666,ACC-102667,tier 1,10,3,724,no,
STRM-102667,ACC-102668,tier 2,7,3,166,yes,not enough content
STRM-102668,ACC-102669,tier 2,7,3,592,yes,switch to competitor
STRM-102669,ACC-102670,tier 2,7,3,873,no,
STRM-102670,ACC-102671,tier 2,7,3,729,no,
STRM-102671,ACC-102672,tier 2,7,3,643,no,
STRM-102672,ACC-102673,tier 2,7,3,838,no,
STRM-102673,ACC-102674,tier 1,10,3,655,no,
STRM-102674,ACC-102675,tier 3,5,3,367,yes,not enough content
STRM-102675,ACC-102676,tier 2,7,3,698,no,
STRM-102676,ACC-102677,tier 2,7,3,623,no,
STRM-102677,ACC-102678,tier 1,10,3,29,yes,switch to competitor
STRM-102678,ACC-102679,tier 1,10,3,839,no,
STRM-102679,ACC-102680,tier 2,7,3,137,yes,switch to competitor
STRM-102680,ACC-102681,tier 2,7,3,699,no,
STRM-102681,ACC-102682,tier 3,5,3,222,yes,not enough content
STRM-102682,ACC-102683,tier 1,10,3,634,no,
STRM-102683,ACC-102684,tier 2,7,3,447,yes,switch to competitor
STRM-102684,ACC-102685,tier 2,7,3,664,no,
STRM-102685,ACC-102686,tier 1,10,3,861,no,
STRM-102686,ACC-102687,tier 1,10,3,601,no,
STRM-102687,ACC-102688,tier 2,7,3,818,no,
STRM-102688,ACC-102689,tier 2,7,3,150,yes,too expensive
STRM-102689,ACC-102690,tier 2,7,3,848,no,
STRM-102690,ACC-102691,tier 2,7,3,904,no,
STRM-102691,ACC-102692,tier 2,7,3,630,no,
STRM-102692,ACC-102693,tier 1,10,3,912,no,
STRM-102693,ACC-102694,tier 2,7,3,705,no,
STRM-102694,ACC-102695,tier 3,5,3,214,yes,switch to competitor
STRM-102695,ACC-102696,tier 2,7,3,602,yes,switch to competitor
STRM-102696,ACC-102697,tier 2,7,3,864,no,
STRM-102697,ACC-102698,tier 2,7,3,801,no,
STRM-102698,ACC-102699,tier 3,5,3,814,no,
STRM-102699,ACC-102700,tier 3,5,3,729,no,
STRM-102700,ACC-102701,tier 2,7,3,536,yes,too expensive
STRM-102701,ACC-102702,tier 3,5,3,863,no,
STRM-102702,ACC-102703,tier 1,10,3,728,no,
STRM-102703,ACC-102704,tier 1,10,3,233,yes,not enough content
STRM-102704,ACC-102705,tier 3,5,3,683,no,
STRM-102705,ACC-102706,tier 3,5,3,847,no,
STRM-102706,ACC-102707,tier 1,10,3,190,yes,too expensive
STRM-102707,ACC-102708,tier 2,7,3,466,yes,switch to competitor
STRM-102708,ACC-102709,tier 1,10,3,817,no,
STRM-102709,ACC-102710,tier 2,7,3,765,no,
STRM-102710,ACC-102711,tier 3,5,3,793,no,
STRM-102711,ACC-102712,tier 2,7,3,741,no,
STRM-102712,ACC-102713,tier 2,7,3,773,no,
STRM-102713,ACC-102714,tier 2,7,3,814,no,
STRM-102714,ACC-102715,tier 1,10,3,823,no,
STRM-102715,ACC-102716,tier 2,7,3,348,yes,not enough content
STRM-102716,ACC-102717,tier 2,7,3,844,no,
STRM-102717,ACC-102718,tier 3,5,3,916,no,
STRM-102718,ACC-102719,tier 3,5,3,651,no,
STRM-102719,ACC-102720,tier 1,10,3,593,no,
STRM-102720,ACC-102721,tier 3,5,3,903,no,
STRM-102721,ACC-102722,tier 3,5,3,765,no,
STRM-102722,ACC-102723,tier 3,5,3,90,yes,switch to competitor
STRM-102723,ACC-102724,tier 2,7,3,877,no,
STRM-102724,ACC-102725,tier 2,7,3,909,no,
STRM-102725,ACC-102726,tier 2,7,3,459,yes,switch to competitor
STRM-102726,ACC-102727,tier 1,10,3,336,yes,too expensive
STRM-102727,ACC-102728,tier 1,10,3,845,no,
STRM-102728,ACC-102729,tier 1,10,3,769,no,
STRM-102729,ACC-102730,tier 2,7,3,38,yes,too expensive
STRM-102730,ACC-102731,tier 2,7,3,744,no,
STRM-102731,ACC-102732,tier 2,7,3,539,yes,not enough content
STRM-102732,ACC-102733,tier 1,10,3,507,yes,not enough content
STRM-102733,ACC-102734,tier 3,5,3,660,no,
STRM-102734,ACC-102735,tier 3,5,3,130,yes,not enough content
STRM-102735,ACC-102736,tier 3,5,3,104,yes,switch to competitor
STRM-102736,ACC-102737,tier 3,5,3,89,yes,too expensive
STRM-102737,ACC-102738,tier 2,7,3,716,no,
STRM-102738,ACC-102739,tier 3,5,3,861,no,
STRM-102739,ACC-102740,tier 1,10,3,376,yes,too expensive
STRM-102740,ACC-102741,tier 2,7,3,804,no,
STRM-102741,ACC-102742,tier 1,10,3,839,no,
STRM-102742,ACC-102743,tier 1,10,3,655,no,
STRM-102743,ACC-102744,tier 1,10,3,614,no,
STRM-102744,ACC-102745,tier 2,7,3,659,no,
STRM-102745,ACC-102746,tier 3,5,3,862,no,
STRM-102746,ACC-102747,tier 2,7,3,889,no,
STRM-102747,ACC-102748,tier 1,10,3,837,no,
STRM-102748,ACC-102749,tier 3,5,3,253,yes,too expensive
STRM-102749,ACC-102750,tier 2,7,3,465,yes,not enough content
STRM-102750,ACC-102751,tier 2,7,3,228,yes,too expensive
STRM-102751,ACC-102752,tier 2,7,3,730,no,
STRM-102752,ACC-102753,tier 2,7,3,891,no,
STRM-102753,ACC-102754,tier 2,7,3,847,no,
STRM-102754,ACC-102755,tier 3,5,3,792,no,
STRM-102755,ACC-102756,tier 2,7,3,695,no,
STRM-102756,ACC-102757,tier 2,7,3,946,no,
STRM-102757,ACC-102758,tier 3,5,3,773,no,
STRM-102758,ACC-102759,tier 2,7,3,621,no,
STRM-102759,ACC-102760,tier 1,10,3,296,yes,too expensive
STRM-102760,ACC-102761,tier 1,10,3,196,yes,too expensive
STRM-102761,ACC-102762,tier 1,10,3,689,no,
STRM-102762,ACC-102763,tier 2,7,3,425,yes,not enough content
STRM-102763,ACC-102764,tier 2,7,3,444,yes,too expensive
STRM-102764,ACC-102765,tier 1,10,3,653,yes,not enough content
STRM-102765,ACC-102766,tier 3,5,3,871,no,
STRM-102766,ACC-102767,tier 2,7,3,634,no,
STRM-102767,ACC-102768,tier 1,10,3,941,no,
STRM-102768,ACC-102769,tier 2,7,3,62,yes,too expensive
STRM-102769,ACC-102770,tier 2,7,3,188,yes,too expensive
STRM-102770,ACC-102771,tier 1,10,3,109,yes,too expensive
STRM-102771,ACC-102772,tier 2,7,3,711,no,
STRM-102772,ACC-102773,tier 3,5,3,15,yes,not enough content
STRM-102773,ACC-102774,tier 2,7,3,823,no,
STRM-102774,ACC-102775,tier 2,7,3,612,no,
STRM-102775,ACC-102776,tier 2,7,3,662,no,
STRM-102776,ACC-102777,tier 1,10,3,881,no,
STRM-102777,ACC-102778,tier 1,10,3,748,no,
STRM-102778,ACC-102779,tier 2,7,3,839,no,
STRM-102779,ACC-102780,tier 1,10,3,367,yes,not enough content
STRM-102780,ACC-102781,tier 1,10,3,887,no,
STRM-102781,ACC-102782,tier 3,5,3,409,yes,too expensive
STRM-102782,ACC-102783,tier 3,5,3,29,yes,switch to competitor
STRM-102783,ACC-102784,tier 3,5,3,833,no,
STRM-102784,ACC-102785,tier 3,5,3,708,no,
STRM-102785,ACC-102786,tier 1,10,3,659,no,
STRM-102786,ACC-102787,tier 3,5,3,820,no,
STRM-102787,ACC-102788,tier 1,10,3,360,yes,not enough content
STRM-102788,ACC-102789,tier 3,5,3,481,yes,not enough content
STRM-102789,ACC-102790,tier 3,5,3,284,yes,too expensive
STRM-102790,ACC-102791,tier 2,7,3,626,no,
STRM-102791,ACC-102792,tier 3,5,3,128,yes,switch to competitor
STRM-102792,ACC-102793,tier 2,7,3,777,no,
STRM-102793,ACC-102794,tier 2,7,3,861,no,
STRM-102794,ACC-102795,tier 2,7,3,606,no,
STRM-102795,ACC-102796,tier 2,7,3,773,no,
STRM-102796,ACC-102797,tier 1,10,3,682,no,
STRM-102797,ACC-102798,tier 2,7,3,873,no,
STRM-102798,ACC-102799,tier 3,5,3,877,no,
STRM-102799,ACC-102800,tier 1,10,3,812,no,
STRM-102800,ACC-102801,tier 3,5,3,463,yes,too expensive
STRM-102801,ACC-102802,tier 3,5,3,801,no,
STRM-102802,ACC-102803,tier 3,5,3,641,no,
STRM-102803,ACC-102804,tier 3,5,3,744,no,
STRM-102804,ACC-102805,tier 2,7,3,830,no,
STRM-102805,ACC-102806,tier 3,5,3,652,no,
STRM-102806,ACC-102807,tier 3,5,3,813,no,
STRM-102807,ACC-102808,tier 1,10,3,170,yes,not enough content
STRM-102808,ACC-102809,tier 2,7,3,610,no,
STRM-102809,ACC-102810,tier 2,7,3,894,no,
STRM-102810,ACC-102811,tier 1,10,3,633,no,
STRM-102811,ACC-102812,tier 2,7,3,891,no,
STRM-102812,ACC-102813,tier 2,7,3,364,yes,not enough content
STRM-102813,ACC-102814,tier 1,10,3,824,no,
STRM-102814,ACC-102815,tier 2,7,3,644,yes,too expensive
STRM-102815,ACC-102816,tier 3,5,3,687,no,
STRM-102816,ACC-102817,tier 2,7,3,614,no,
STRM-102817,ACC-102818,tier 1,10,3,628,no,
STRM-102818,ACC-102819,tier 1,10,3,627,no,
STRM-102819,ACC-102820,tier 2,7,3,912,no,
STRM-102820,ACC-102821,tier 3,5,3,701,no,
STRM-102821,ACC-102822,tier 1,10,3,592,no,
STRM-102822,ACC-102823,tier 2,7,3,465,yes,too expensive
STRM-102823,ACC-102824,tier 1,10,3,899,no,
STRM-102824,ACC-102825,tier 2,7,3,906,no,
STRM-102825,ACC-102826,tier 3,5,3,610,no,
STRM-102826,ACC-102827,tier 2,7,3,934,no,
STRM-102827,ACC-102828,tier 1,10,3,687,no,
STRM-102828,ACC-102829,tier 2,7,3,941,no,
STRM-102829,ACC-102830,tier 1,10,3,786,no,
STRM-102830,ACC-102831,tier 2,7,3,274,yes,switch to competitor
STRM-102831,ACC-102832,tier 2,7,3,827,no,
STRM-102832,ACC-102833,tier 1,10,3,284,yes,switch to competitor
STRM-102833,ACC-102834,tier 2,7,3,674,no,
STRM-102834,ACC-102835,tier 2,7,3,106,yes,not enough content
STRM-102835,ACC-102836,tier 3,5,3,248,yes,switch to competitor
STRM-102836,ACC-102837,tier 3,5,3,908,no,
STRM-102837,ACC-102838,tier 1,10,3,222,yes,switch to competitor
STRM-102838,ACC-102839,tier 3,5,3,385,yes,not enough content
STRM-102839,ACC-102840,tier 2,7,3,946,no,
STRM-102840,ACC-102841,tier 2,7,3,596,no,
STRM-102841,ACC-102842,tier 3,5,3,638,no,
STRM-102842,ACC-102843,tier 3,5,3,590,no,
STRM-102843,ACC-102844,tier 3,5,3,880,no,
STRM-102844,ACC-102845,tier 2,7,3,121,yes,not enough content
STRM-102845,ACC-102846,tier 2,7,3,839,no,
STRM-102846,ACC-102847,tier 3,5,3,875,no,
STRM-102847,ACC-102848,tier 2,7,3,239,yes,not enough content
STRM-102848,ACC-102849,tier 2,7,3,163,yes,not enough content
STRM-102849,ACC-102850,tier 2,7,3,509,yes,too expensive
STRM-102850,ACC-102851,tier 2,7,3,211,yes,not enough content
STRM-102851,ACC-102852,tier 1,10,3,657,no,
STRM-102852,ACC-102853,tier 1,10,3,821,no,
STRM-102853,ACC-102854,tier 3,5,3,765,no,
STRM-102854,ACC-102855,tier 1,10,3,772,no,
STRM-102855,ACC-102856,tier 2,7,3,604,yes,not enough content
STRM-102856,ACC-102857,tier 1,10,3,695,no,
STRM-102857,ACC-102858,tier 1,10,3,645,no,
STRM-102858,ACC-102859,tier 1,10,3,817,no,
STRM-102859,ACC-102860,tier 1,10,3,730,no,
STRM-102860,ACC-102861,tier 3,5,3,943,no,
STRM-102861,ACC-102862,tier 2,7,3,166,yes,not enough content
STRM-102862,ACC-102863,tier 3,5,3,813,no,
STRM-102863,ACC-102864,tier 2,7,3,151,yes,switch to competitor
STRM-102864,ACC-102865,tier 2,7,3,723,no,
STRM-102865,ACC-102866,tier 2,7,3,835,no,
STRM-102866,ACC-102867,tier 2,7,3,454,yes,not enough content
STRM-102867,ACC-102868,tier 3,5,3,927,no,
STRM-102868,ACC-102869,tier 2,7,3,918,no,
STRM-102869,ACC-102870,tier 2,7,3,269,yes,too expensive
STRM-102870,ACC-102871,tier 3,5,3,939,no,
STRM-102871,ACC-102872,tier 3,5,3,909,no,
STRM-102872,ACC-102873,tier 3,5,3,746,no,
STRM-102873,ACC-102874,tier 2,7,3,861,no,
STRM-102874,ACC-102875,tier 3,5,3,510,yes,too expensive
STRM-102875,ACC-102876,tier 2,7,3,749,no,
STRM-102876,ACC-102877,tier 2,7,3,499,yes,not enough content
STRM-102877,ACC-102878,tier 1,10,3,75,yes,too expensive
STRM-102878,ACC-102879,tier 2,7,3,868,no,
STRM-102879,ACC-102880,tier 1,10,3,787,no,
STRM-102880,ACC-102881,tier 2,7,3,866,no,
STRM-102881,ACC-102882,tier 3,5,3,680,no,
STRM-102882,ACC-102883,tier 1,10,3,875,no,
STRM-102883,ACC-102884,tier 1,10,3,196,yes,switch to competitor
STRM-102884,ACC-102885,tier 1,10,3,939,no,
STRM-102885,ACC-102886,tier 3,5,3,125,yes,not enough content
STRM-102886,ACC-102887,tier 2,7,3,689,no,
STRM-102887,ACC-102888,tier 2,7,3,646,no,
STRM-102888,ACC-102889,tier 3,5,3,617,no,
STRM-102889,ACC-102890,tier 3,5,3,612,no,
STRM-102890,ACC-102891,tier 2,7,3,882,no,
STRM-102891,ACC-102892,tier 2,7,3,748,no,
STRM-102892,ACC-102893,tier 3,5,3,617,no,
STRM-102893,ACC-102894,tier 2,7,3,908,no,
STRM-102894,ACC-102895,tier 1,10,3,675,no,
STRM-102895,ACC-102896,tier 3,5,3,314,yes,too expensive
STRM-102896,ACC-102897,tier 2,7,3,732,no,
STRM-102897,ACC-102898,tier 2,7,3,901,no,
STRM-102898,ACC-102899,tier 2,7,3,309,yes,too expensive
STRM-102899,ACC-102900,tier 1,10,3,933,no,
STRM-102900,ACC-102901,tier 1,10,3,662,no,
STRM-102901,ACC-102902,tier 3,5,3,930,no,
STRM-102902,ACC-102903,tier 1,10,3,858,no,
STRM-102903,ACC-102904,tier 2,7,3,508,yes,not enough content
STRM-102904,ACC-102905,tier 2,7,3,597,no,
STRM-102905,ACC-102906,tier 1,10,3,342,yes,too expensive
STRM-102906,ACC-102907,tier 3,5,3,849,no,
STRM-102907,ACC-102908,tier 1,10,3,759,no,
STRM-102908,ACC-102909,tier 2,7,3,831,no,
STRM-102909,ACC-102910,tier 2,7,3,838,no,
STRM-102910,ACC-102911,tier 1,10,3,882,no,
STRM-102911,ACC-102912,tier 1,10,3,606,no,
STRM-102912,ACC-102913,tier 2,7,3,294,yes,not enough content
STRM-102913,ACC-102914,tier 3,5,3,743,no,
